Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Wlodarczyk Francis,SVP,2021-12-06,Sale,342.74,"2,121","726,943","8,557",Dec 07 06:18 PM
Moret Blake D.,President and CEO,2021-12-06,Sale,342.84,"11,120","3,812,413","56,860",Dec 07 06:18 PM
Chand Sujeet,"Sr VP, Technology",2021-12-06,Sale,342.75,"1,831","627,572","31,592",Dec 07 06:16 PM
House Rebecca W,"SVP, CLO and Secretary",2021-12-04,Option Exercise,0.0,"3,831",0,"9,984",Dec 07 06:26 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-12-04,Option Exercise,0.0,620,0,"4,712",Dec 07 06:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-12-04,Option Exercise,0.0,"1,916",0,"9,274",Dec 07 06:24 PM
Kulaszewicz Frank C,SVP,2021-12-04,Option Exercise,0.0,"4,968",0,"21,566",Dec 07 06:21 PM
Fooks Elik I,Senior Vice President,2021-12-04,Option Exercise,0.0,"1,728",0,"5,903",Dec 07 06:22 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-04,Option Exercise,0.0,548,0,"5,158",Dec 07 06:20 PM
Riesterer Terry L.,Vice President and Controller,2021-12-04,Option Exercise,0.0,576,0,"1,409",Dec 07 06:20 PM
Wlodarczyk Francis,SVP,2021-12-04,Option Exercise,0.0,"3,831",0,"10,678",Dec 07 06:18 PM
Moret Blake D.,President and CEO,2021-12-04,Option Exercise,0.0,"19,095",0,"67,980",Dec 07 06:18 PM
Chand Sujeet,"Sr VP, Technology",2021-12-04,Option Exercise,0.0,"3,140",0,"33,423",Dec 07 06:16 PM
Fooks Elik I,Senior Vice President,2021-11-18,Option Exercise,115.69,"4,300","497,467","8,475",Nov 19 08:02 AM
Fooks Elik I,Senior Vice President,2021-11-18,Sale,342.4,"4,300","1,472,309","4,175",Nov 19 08:02 AM
Chand Sujeet,"Sr VP, Technology",2021-11-17,Option Exercise,80.11,"1,200","96,132","30,283",Nov 18 03:59 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-11-12,Sale,334.39,600,"200,634","4,102",Nov 15 09:05 AM
Riesterer Terry L.,Vice President and Controller,2021-11-04,Option Exercise,192.86,"1,900","366,434","2,733",Nov 05 04:32 PM
Riesterer Terry L.,Vice President and Controller,2021-11-04,Sale,342.68,"1,900","651,087",833,Nov 05 04:32 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-11-02,Sale,341.57,414,"141,411","4,610",Nov 02 07:22 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-10-04,Sale,292.06,704,"205,614","7,358",Oct 05 11:04 AM
Fooks Elik I,Senior Vice President,2021-08-27,Option Exercise,108.89,"2,900","315,781","7,075",Aug 30 06:28 PM
Fooks Elik I,Senior Vice President,2021-08-27,Sale,321.68,"2,900","932,881","4,175",Aug 30 06:28 PM
Riesterer Terry L.,Vice President and Controller,2021-08-05,Option Exercise,136.4,"2,500","341,000","3,333",Aug 06 10:14 AM
Riesterer Terry L.,Vice President and Controller,2021-08-05,Sale,311.28,"2,500","778,208",833,Aug 06 10:14 AM
Kulaszewicz Frank C,SVP,2021-07-30,Sale,304.2,"2,764","840,818","16,598",Aug 02 08:24 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-20,Option Exercise,194.2,"8,929","1,734,007","16,991",Jul 21 07:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-20,Sale,295.03,"8,929","2,634,283","8,062",Jul 21 07:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-16,Option Exercise,192.86,"2,171","418,699","10,233",Jul 19 05:53 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-16,Sale,295.44,"2,171","641,406","8,062",Jul 19 05:53 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-07-07,Option Exercise,136.4,"2,300","313,720","7,324",Jul 07 05:16 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-07-07,Sale,290.0,"2,300","667,000","5,024",Jul 07 05:16 PM
Wlodarczyk Francis,SVP,2021-07-06,Sale,284.34,116,"32,983","6,847",Jul 07 04:23 PM
