Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
BOATTINI JENNIFER,SR VP Legal/General Counsel,2022-07-15,Option Exercise,0.0,"1,250",0,"4,950",Jul 19 01:55 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2022-07-15,Option Exercise,0.0,"1,667",0,"11,331",Jul 19 01:55 PM
GASAWAY SHARILYN S,Director,2022-05-19,Buy,161.87,650,"105,214","26,200",May 20 11:30 AM
Hicks Bradley W.,EVP & Pres Highway Services,2022-03-07,Sale,204.94,800,"163,949","16,353",Mar 07 02:14 PM
McGee Eric,EVP Highway Services,2022-02-09,Sale,194.34,"1,765","343,001",401,Feb 09 07:28 PM
Scott Stuart Lockard,EVP/CIO,2022-02-01,Sale,193.0,"5,473","1,056,272","21,179",Feb 02 06:01 PM
Hobbs Nicholas,"EVP,Pres Contract Services&COO",2022-01-31,Option Exercise,0.0,"16,038",0,"82,809",Feb 02 06:00 PM
Hicks Bradley W.,EVP & Pres Highway Services,2022-01-31,Option Exercise,0.0,"4,177",0,"18,097",Feb 02 06:00 PM
Kuhlow John,EVP & CFO,2022-01-31,Option Exercise,0.0,"2,227",0,"8,648",Feb 02 06:01 PM
HARPER ALFRED C,"EVP, CSO",2022-01-31,Option Exercise,0.0,"12,026",0,"33,561",Feb 02 06:01 PM
Scott Stuart Lockard,EVP/CIO,2022-01-31,Option Exercise,0.0,"12,449",0,"28,326",Feb 02 06:01 PM
Bracy Kevin,"SR VP, Treasurer",2022-01-31,Option Exercise,0.0,339,0,"5,496",Feb 02 06:01 PM
McGee Eric,EVP Highway Services,2022-01-31,Option Exercise,0.0,"2,459",0,"2,299",Feb 02 06:01 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2022-01-31,Option Exercise,0.0,424,0,"9,844",Feb 02 06:01 PM
Field Darren P.,EVP Intermodal,2022-01-31,Option Exercise,0.0,"7,412",0,"11,604",Feb 02 06:00 PM
Simpson Shelley,"EVP, CCO & People/HR",2022-01-31,Option Exercise,0.0,"16,038",0,"82,374",Feb 02 06:00 PM
ROBERTS JOHN N,President and CEO,2022-01-31,Option Exercise,0.0,"45,096",0,"361,175",Feb 02 06:00 PM
Kuhlow John,EVP & CFO,2021-11-12,Sale,201.17,"1,000","201,171","6,421",Nov 12 02:19 PM
Hicks Bradley W.,EVP & Pres Highway Services,2021-11-05,Sale,197.1,"1,000","197,097","14,747",Nov 08 02:38 PM
McGee Eric,EVP Highway Services,2021-11-03,Sale,194.41,250,"48,602",702,Nov 04 03:33 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2021-10-31,Option Exercise,0.0,659,0,"3,700",Nov 01 05:37 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2021-10-31,Option Exercise,0.0,648,0,"9,696",Nov 01 05:37 PM
Bracy Kevin,"SR VP, Treasurer",2021-10-31,Option Exercise,0.0,606,0,"5,704",Nov 01 02:49 PM
Kuhlow John,EVP & CFO,2021-10-31,Option Exercise,0.0,900,0,"7,723",Nov 01 02:49 PM
Field Darren P.,EVP Intermodal,2021-10-22,Sale,196.44,"1,000","196,440","6,395",Oct 25 12:04 PM
Scott Stuart Lockard,EVP/CIO,2021-09-03,Sale,183.34,"1,757","322,132","19,477",Sep 07 01:45 PM
Hicks Bradley W.,EVP & Pres Highway Services,2021-08-27,Sale,179.19,500,"89,595","15,747",Aug 30 02:37 PM
McGee Eric,EVP Highway Services,2021-07-26,Sale,165.53,"1,300","215,189",952,Jul 28 12:00 PM
BOATTINI JENNIFER,SR VP Legal/General Counsel,2021-07-15,Option Exercise,0.0,"1,885",0,"9,581",Jul 19 07:40 PM
Scott Stuart Lockard,EVP/CIO,2021-07-15,Option Exercise,0.0,"6,048",0,"22,525",Jul 19 07:29 PM
Kuhlow John,EVP & CFO,2021-07-15,Option Exercise,0.0,"3,741",0,"7,545",Jul 19 07:16 PM
Hobbs Nicholas,"EVP,Pres Contract Services&COO",2021-07-15,Option Exercise,0.0,"9,714",0,"79,910",Jul 19 07:16 PM
McGee Eric,EVP Highway Services,2021-07-15,Option Exercise,0.0,"2,181",0,"2,619",Jul 19 07:04 PM
Bracy Kevin,"SR VP, Treasurer",2021-07-15,Option Exercise,0.0,"1,850",0,"5,620",Jul 19 06:57 PM
ROBERTS JOHN N,President and CEO,2021-07-15,Option Exercise,0.0,"12,371",0,"338,037",Jul 19 06:57 PM
Simpson Shelley,"EVP, CCO & People/HR",2021-07-15,Option Exercise,0.0,"12,714",0,"76,328",Jul 19 06:58 PM
Hicks Bradley W.,EVP & Pres Highway Services,2021-07-15,Option Exercise,0.0,"2,181",0,"17,062",Jul 19 06:58 PM
